per_dem,per_gop,Geography
0.334087938016,0.612537065969,"Chatsworth, Illinois"
0.108603667137,0.849083215797,"Chatsworth, Iowa"
0.131578947368,0.80721600381,"Libby, Montana"
0.37715947248000004,0.528870018006,"Shageluk, Alaska"
0.193393753277,0.7923002022319999,"Hardeeville, South Carolina"
0.251849112426,0.701090976331,"Ellis Grove, Illinois"
0.341212701319,0.632860293812,"Hillsboro, Iowa"
0.341212701319,0.632860293812,"Abbeville, Alabama"
0.46879025647,0.45567396650700004,"Hillsboro, Illinois"
0.298459563543,0.658750534874,"Mallard, Iowa"
0.307587077765,0.625381458487,"Strafford, Missouri"
0.32656632093800003,0.6478940045539999,"Cramerton, North Carolina"
0.214724637681,0.738550724638,"Crowder, Oklahoma"
0.595800524934,0.367454068241,"Van Horn, Texas"
0.242793791574,0.7184035476719999,"Hollister, Oklahoma"
0.23801007966200002,0.7055763290520001,"Stark, Kansas"
0.273509430003,0.6784487055060001,"Davisboro, Georgia"
0.307587077765,0.625381458487,"Forkland, Alabama"
0.18417669744100001,0.7766740680140001,"Capon Bridge, West Virginia"
0.38241860465099997,0.572360465116,"Barker, New York"
0.290315327975,0.661120791411,"Milo, Iowa"
0.371783216783,0.590244755245,"Madison, Kansas"
0.364501174062,0.620025287495,"Bon Air, Alabama"
0.393968425876,0.547506977132,"Gardendale, Alabama"
0.341212701319,0.632860293812,"McDonough, Georgia"
0.25734561753,0.6987051792829999,"Sanford, Florida"
0.31756561869100003,0.637150274012,"Tallulah, Louisiana"
0.529651458925,0.452011933348,"Wagram, North Carolina"
0.17915623194000002,0.721055673281,"Hagerman, Idaho"
0.447843695853,0.5118578125500001,"Orange, Ohio"
0.290315327975,0.661120791411,"Cumming, Iowa"
0.275405482991,0.6705540404770001,"Marshall, Texas"
0.205370006549,0.748919449902,"Monrovia, Indiana"
0.13054292821,0.854876061412,"Geneva, Alabama"
0.26039522437199997,0.696788801976,"Keokuk, Iowa"
0.406444963584,0.549484677752,"Aurora, North Carolina"
0.221087533156,0.734549071618,"Wayne, West Virginia"
0.37399821905599995,0.5919659641830001,"Bennett, Colorado"
0.202667963593,0.748245674981,"Shamrock, Oklahoma"
0.352347520842,0.595582857979,"Waukon, Iowa"
0.27367003367,0.672592592593,"Spearville, Kansas"
0.44811745351800003,0.478908650712,"Nerstrand, Minnesota"
0.46879025647,0.45567396650700004,"Garrett Park, Maryland"
0.192034700315,0.7879863301790001,"Teague, Texas"
0.261410788382,0.6844719770909999,"Angelica, New York"
0.221203087977,0.731101429336,"Blue Rapids, Kansas"
0.207425573172,0.737139272271,"Buckman, Minnesota"
0.0363636363636,0.952727272727,"Claire City, South Dakota"
0.464424822073,0.476864408508,"Dyersville, Iowa"
0.134018880647,0.8358057990559999,"Albert, Kansas"
0.187898467509,0.7843424543619999,"Tilton, Illinois"
0.196561085973,0.7552941176469999,"Lake Wilson, Minnesota"
0.369106500692,0.560547717842,"Hope, Kansas"
0.19522638965999997,0.7533898977079999,"Bruceton Mills, West Virginia"
0.1758,0.78792,"Greenville, Ohio"
0.23084430142700002,0.728219871812,"Burkburnett, Texas"
0.371364653244,0.565462874188,"Wallingford, Iowa"
0.22855648535599998,0.7514382845190001,"Tehuacana, Texas"
0.307587077765,0.625381458487,"Bellbrook, Ohio"
0.296505497816,0.636654616659,"McBride, Michigan"
0.188420621931,0.783244680851,"Garner, Arkansas"
0.401821286283,0.48738379814099997,"Schuyler, Nebraska"
0.08843187660669999,0.887917737789,"Hart, Texas"
0.205464560081,0.747475479538,"Billings, Missouri"
0.310410819087,0.6800204133709999,"Nunez, Georgia"
0.39033065950400003,0.527331131356,"Victoria, Minnesota"
0.262628680871,0.676322719655,"Enterprise, Oregon"
0.295422605902,0.665278056615,"Lena, Wisconsin"
0.23625919660100003,0.7013416217489999,"Olsburg, Kansas"
0.23156626505999997,0.707710843373,"Rebecca, Georgia"
0.149261144915,0.764187259406,"Mountain View, Wyoming"
0.341212701319,0.632860293812,"Wayland, Iowa"
0.138648180243,0.8299544556849999,"London, Kentucky"
0.0923824959481,0.875742841707,"Chase, Kansas"
0.31756561869100003,0.637150274012,"Hartford, Illinois"
0.18867376010200002,0.775975347404,"Howe, Oklahoma"
0.19367283950599998,0.7904541446209999,"Shelbyville, Indiana"
0.655173812518,0.333387417353,"Conetoe, North Carolina"
0.230395993113,0.719987478479,"Havana, Arkansas"
0.495162955154,0.434082224272,"Estacada, Oregon"
0.386917330906,0.47931610996600005,"Kuna, Idaho"
0.327792947881,0.614864062686,"Littleton, Illinois"
0.208285822881,0.755226149753,"Cactus, Texas"
0.21187912469599998,0.7294199374779999,"Spring Valley, Minnesota"
0.191345503719,0.7738336714,"Everly, Iowa"
0.33352430479,0.610991141862,"Bondurant, Iowa"
0.319958056624,0.637801468018,"Vaughn, New Mexico"
0.36984715145900005,0.575266327003,"Clutier, Iowa"
0.283568075117,0.6957746478869999,"West Salem, Illinois"
0.0810062590274,0.7769619643719999,"Horatio, Arkansas"
0.217858961303,0.735106924644,"Chouteau, Oklahoma"
0.420159182941,0.518785781253,"Colp, Illinois"
0.19386524211599998,0.791142512494,"Hunter, North Dakota"
0.238259192949,0.732681448836,"Hartwell, Georgia"
0.243235856791,0.74091281771,"Ocilla, Georgia"
0.18819459777699998,0.7840582910130001,"Beaver, Arkansas"
0.589486858573,0.387282047765,"Centreville, Alabama"
0.290315327975,0.661120791411,"Hartford, Iowa"
0.46879025647,0.45567396650700004,"Hunter, New York"
0.380829770696,0.551787796347,"Brushton, New York"
0.506255832714,0.433115578684,"La Porte City, Iowa"
0.21477949177499997,0.735038084875,"Okay, Oklahoma"
0.204590078101,0.757537414372,"Hermitage, Pennsylvania"
0.193393753277,0.7923002022319999,"Heidelberg, Mississippi"
0.43476339857699997,0.511774842045,"Ventura, Iowa"
0.17511520737300001,0.7768817204299999,"Arlington, Georgia"
0.300233862181,0.642137712934,"North Salem, Indiana"
0.17981174943199998,0.780022719896,"Dahlonega, Georgia"
0.206185278477,0.7653792331370001,"Princess Anne, Maryland"
0.330217810635,0.630011672862,"Inman, South Carolina"
0.243890274314,0.738403990025,"Seneca, Missouri"
0.342843261828,0.567172434412,"Grover, Colorado"
0.17695004382100002,0.785013146363,"Superior, Montana"
0.187898467509,0.7843424543619999,"Ridge Farm, Illinois"
0.411874500044,0.508488134388,"Shaniko, Oregon"
0.676334226252,0.306743251597,"Branchville, South Carolina"
0.37463991016099996,0.58449294468,"Windsor, Virginia"
0.585615915074,0.370503407904,"Hartford, Connecticut"
0.126484018265,0.825570776256,"Almena, Kansas"
0.21131421367800002,0.743145288371,"Ralston, Oklahoma"
0.19772051536200003,0.7408325074330001,"Sunburst, Montana"
0.284619917501,0.642899233942,"Cusick, Washington"
0.273509430003,0.6784487055060001,"Washington, Kansas"
0.13019390581700002,0.825484764543,"Bayard, Nebraska"
0.206245154014,0.7236202156899999,"Hay Springs, Nebraska"
0.23830108067400002,0.7242523247050001,"Nicholls, Georgia"
0.46180899375100004,0.483490968689,"Columbus, Wisconsin"
0.46696977801600004,0.475349915307,"Ossian, Iowa"
0.18819459777699998,0.7840582910130001,"De Witt, Missouri"
0.341957666919,0.605970538261,"Cottleville, Missouri"
0.10313447927200001,0.8772497472190001,"Bayard, New Mexico"
0.258648261931,0.6735544146119999,"Eddyville, Kentucky"
0.221726793677,0.753344142683,"Cochran, Georgia"
0.327317409339,0.592845904794,"Kennewick, Washington"
0.152874132805,0.8151635282459999,"Clarkedale, Arkansas"
0.422557172557,0.552018364518,"Swepsonville, North Carolina"
0.206290322581,0.711129032258,"Wellington, Utah"
0.187600299561,0.784904247352,"Athens, Tennessee"
0.275405482991,0.6705540404770001,"Jewett, Ohio"
0.189214536928,0.7896164796520001,"Athens, Texas"
0.145585386106,0.8009964018819999,"Kit Carson, Colorado"
0.384779179811,0.532176656151,"White, South Dakota"
0.304016752332,0.600799543118,"Wimbledon, North Dakota"
0.344291609354,0.584800550206,"North Newton, Kansas"
0.275405482991,0.6705540404770001,"Laconia, Indiana"
0.270276441328,0.693353991682,"Turin, Georgia"
0.268836379848,0.6901471243870001,"Salt Lick, Kentucky"
0.34561369880500004,0.616510127148,"Moody, Texas"
0.763759178293,0.186891084839,"Burlingame, California"
0.292893401015,0.68883248731,"Lincoln, Illinois"
0.219130170316,0.73950729927,"Rockville, Indiana"
0.3982406695699999,0.556495003843,"Lockhart, Texas"
0.0882154882155,0.8801346801350001,"Freeport, Kansas"
0.287100098575,0.668921946411,"Reeves, Louisiana"
0.155156537753,0.814917127072,"Elyria, Nebraska"
0.32656632093800003,0.6478940045539999,"Stanley, North Carolina"
0.261212485796,0.693870730566,"Warsaw, Ohio"
0.17511520737300001,0.7768817204299999,"Battle Creek, Michigan"
0.5578349649350001,0.395399737434,"Mountain Iron, Minnesota"
0.237489397795,0.697625106022,"Westcliffe, Colorado"
0.714071865319,0.233886938213,"Monterey, California"
0.27367003367,0.672592592593,"Cabery, Illinois"
0.37715947248000004,0.528870018006,"Pilot Station, Alaska"
0.393968425876,0.547506977132,"Pevely, Missouri"
0.45519843615,0.483899319604,"Valley Falls, New York"
0.31095715342700003,0.6176094706399999,"Le Sueur, Minnesota"
0.19386524211599998,0.791142512494,"Marietta, Texas"
0.380829770696,0.551787796347,"Red Bay, Alabama"
0.218698381236,0.7399240171789999,"Jacksonville, Oregon"
0.193073312834,0.784700868533,"Milner, Georgia"
0.46879025647,0.45567396650700004,"Star, North Carolina"
0.428482871035,0.326281939521,"Sandy, Utah"
0.556601410114,0.38710139221900003,"Jacksonville, Ohio"
0.292893401015,0.68883248731,"Ramona, South Dakota"
0.214592543818,0.660427052958,"Twin Falls, Idaho"
0.611264385885,0.34885146053599997,"Wilmer, Texas"
0.114178949554,0.870354992734,"Nettleton, Mississippi"
0.24049914917800003,0.734543391946,"Meadow, Texas"
0.545405012713,0.42528605158,"Sumter, South Carolina"
0.305478805849,0.653750252712,"Gower, Missouri"
0.275939650609,0.6825039703550001,"Pulaski, Virginia"
0.17511520737300001,0.7768817204299999,"Pomeroy, Iowa"
0.221203087977,0.731101429336,"Britton, South Dakota"
0.407993539429,0.546385764076,"Clinton, New Jersey"
0.19206349206300002,0.7649029982359999,"South Rockwood, Michigan"
0.273509430003,0.6784487055060001,"Plymouth, North Carolina"
0.307457988526,0.64690054323,"Bowler, Wisconsin"
0.36984715145900005,0.575266327003,"Lincoln, Iowa"
0.403274843641,0.533530229326,"Richfield Springs, New York"
0.327317409339,0.592845904794,"Sauk Rapids, Minnesota"
0.467587853975,0.487615148414,"Castalia, Ohio"
0.421728739295,0.554570802629,"Wilson, Louisiana"
0.317041741452,0.6413855523340001,"Goshen, Indiana"
0.08818236352730001,0.869226154769,"Upton, Wyoming"
0.212935790586,0.6827092381730001,"Coosada, Alabama"
0.131578947368,0.80721600381,"Lincoln, Arkansas"
0.462056729497,0.48456254849200003,"Cheraw, South Carolina"
0.218698381236,0.7399240171789999,"Langston, Alabama"
0.18819459777699998,0.7840582910130001,"Chadwick, Illinois"
0.121401151631,0.864683301344,"Childress, Texas"
0.196561085973,0.7552941176469999,"Slayton, Minnesota"
0.18699186991900002,0.765184122429,"Burke, South Dakota"
0.15332048361700001,0.813474680217,"Olean, Missouri"
0.18745056683400002,0.760348009491,"Okeene, Oklahoma"
0.19548872180500002,0.783046325491,"Trion, Georgia"
0.305478805849,0.653750252712,"Cameron, Missouri"
0.646148315978,0.32059605246,"Hondo, Texas"
0.431402226051,0.505832906441,"Loves Park, Illinois"
0.398317974412,0.546926724524,"East Dubuque, Illinois"
0.288509784245,0.663447064727,"Prestonsburg, Kentucky"
0.185565598466,0.7824568611339999,"Cassville, Missouri"
0.41850396479900004,0.527008478631,"Westport, South Dakota"
0.176404912542,0.7409750651279999,"River Grove, Illinois"
0.35439312119000005,0.580248916495,"Huachuca City, Arizona"
0.478194544149,0.460247666906,"Staunton, Virginia"
0.077519379845,0.888888888889,"Colby, Kansas"
0.207532483085,0.772169331178,"Cleghorn, Iowa"
0.611264385885,0.34885146053599997,"Irving, Texas"
0.258648261931,0.6735544146119999,"Garvin, Minnesota"
0.221087533156,0.734549071618,"Sodus Point, New York"
0.29272603671,0.633446634942,"Easton, Minnesota"
0.179304192685,0.799435028249,"Young Harris, Georgia"
0.411666622379,0.524652565567,"Roseville, California"
0.154002713704,0.798507462687,"Rush Center, Kansas"
0.7214892465389999,0.217145372921,"Medina, Washington"
0.288461696312,0.6555582004280001,"Pelion, South Carolina"
0.325131905789,0.6130582198610001,"Douglas, Michigan"
0.180163494699,0.7931408864480001,"Ravenden, Arkansas"
0.388875557902,0.560397370063,"Malad City, Idaho"
0.467281272596,0.438539407086,"Idaho Springs, Colorado"
0.464424822073,0.476864408508,"Zwingle, Iowa"
0.221087533156,0.734549071618,"Southgate, Michigan"
0.269040553907,0.7013440390989999,"Seville, Ohio"
0.781870711448,0.213253882268,"Brooksville, Mississippi"
0.5690476190479999,0.34404761904799996,"Maywood, Illinois"
0.24524098825399998,0.7033886863779999,"Sherman, Mississippi"
0.384387557434,0.559243071899,"Vienna, Maryland"
0.156408907592,0.755041206383,"Fruitland, Idaho"
0.434035418631,0.500314366551,"Fruitland, Iowa"
0.34995241084600004,0.595735201798,"Panama, New York"
0.269708478752,0.707195647711,"Mackey, Indiana"
0.197915996655,0.728050427735,"Glen Ullin, North Dakota"
0.334604385129,0.602637432475,"Pottsville, Arkansas"
0.363306967271,0.5788140008529999,"Avoca, Iowa"
0.197484613326,0.7574257425740001,"Hillsboro, Indiana"
0.19206349206300002,0.7649029982359999,"Sparta, Wisconsin"
0.5690476190479999,0.34404761904799996,"La Grange Park, Illinois"
0.33352430479,0.610991141862,"East Grand Forks, Minnesota"
0.430737658192,0.5556949036600001,"Double Springs, Alabama"
0.43370207607199995,0.53341415366,"Panama, Nebraska"
0.6230399131059999,0.327026634234,"Delaware City, Delaware"
0.218698381236,0.7399240171789999,"Crothersville, Indiana"
0.19386524211599998,0.791142512494,"Massena, Iowa"
0.38966336587300004,0.5638563101340001,"North Star, Ohio"
0.0363636363636,0.952727272727,"Summit, South Dakota"
0.273509430003,0.6784487055060001,"West Bend, Wisconsin"
0.289855072464,0.666666666667,"Kingston, Wisconsin"
0.333600407896,0.5966202928109999,"Hinckley, Minnesota"
0.33352430479,0.610991141862,"Cove, Arkansas"
0.10313447927200001,0.8772497472190001,"Gas City, Indiana"
0.512509818244,0.4594004159100001,"Long Beach, New York"
0.17790697674400002,0.7918604651160001,"Tallula, Illinois"
0.37715947248000004,0.528870018006,"Kobuk, Alaska"
0.649051798386,0.321376675667,"Chester, New York"
0.253683407604,0.711610261351,"Haughton, Louisiana"
0.327792947881,0.614864062686,"Rushville, Illinois"
0.154002713704,0.798507462687,"Rushville, Indiana"
0.37715947248000004,0.528870018006,"Ambler, Alaska"
0.19206349206300002,0.7649029982359999,"Luna Pier, Michigan"
0.385710627401,0.555441741357,"Winslow, Illinois"
0.354753318499,0.6151691859130001,"Winslow, Indiana"
0.22300372362399998,0.752999586264,"Shirley, Arkansas"
0.313714602998,0.667406996113,"Claxton, Georgia"
0.383052147239,0.6039962508519999,"Bolton, North Carolina"
0.173954880787,0.806372286967,"Steward, Illinois"
0.287256830601,0.654907103825,"Corning, California"
0.218698381236,0.7399240171789999,"Hoyt, Kansas"
0.194045025418,0.761801016703,"Jane Lew, West Virginia"
0.33352430479,0.610991141862,"Gully, Minnesota"
0.204590078101,0.757537414372,"Hazen, North Dakota"
0.560710165858,0.382352214351,"San Ramon, California"
0.186659436009,0.790889370933,"Grundy, Virginia"
0.46879025647,0.45567396650700004,"Magnolia, Texas"
0.393968425876,0.547506977132,"Stapleton, Georgia"
0.549048316252,0.424597364568,"Troy, Illinois"
0.202019139762,0.7567567567569999,"Troy, Indiana"
0.305478805849,0.653750252712,"Goose Lake, Iowa"
0.714071865319,0.233886938213,"Sierra Madre, California"
0.204590078101,0.757537414372,"Fort Recovery, Ohio"
0.445993607407,0.39981263088299995,"Troy, Idaho"
0.302313400262,0.636927106067,"Aurora, Oregon"
0.669587074351,0.272849517978,"Greenfield, California"
0.198677928755,0.7561513037090001,"Lancaster, Kansas"
0.327317409339,0.592845904794,"Benton City, Washington"
0.339937434828,0.594160583942,"Wilber, Nebraska"
0.13272374619000002,0.8467719589910001,"Giltner, Nebraska"
0.190857743334,0.7755155654800001,"Lancaster, Kentucky"
0.560710165858,0.382352214351,"Carlsbad, California"
0.5171103120220001,0.435921327393,"Madison Heights, Michigan"
0.36496350365,0.575836147729,"Onsted, Michigan"
0.339937434828,0.594160583942,"Muddy, Illinois"
0.46879025647,0.45567396650700004,"Gaithersburg, Maryland"
0.649051798386,0.321376675667,"Scarsdale, New York"
0.7931424750689999,0.148711258246,"Newark, California"
0.077519379845,0.888888888889,"Brewster, Kansas"
0.333600407896,0.5966202928109999,"Finlayson, Minnesota"
0.553749663019,0.385746440995,"Camarillo, California"
0.17924087785999998,0.799346274431,"Paradise, Texas"
0.45679712862800004,0.49126241540700005,"Carefree, Arizona"
0.512509818244,0.4594004159100001,"Mineola, New York"
0.24181171626400003,0.713737600599,"Afton, Oklahoma"
0.21252751651000001,0.7494496698019999,"Gosport, Indiana"
0.343857376218,0.604855517377,"Forest City, North Carolina"
0.511246337616,0.43529411764700005,"Yoncalla, Oregon"
0.127206880942,0.8248076052509999,"Hazelton, Kansas"
0.205464560081,0.747475479538,"Stonington, Illinois"
0.260355029586,0.692307692308,"Weippe, Idaho"
0.45519843615,0.483899319604,"Rensselaer, New York"
0.275405482991,0.6705540404770001,"Bethany, Missouri"
0.22855648535599998,0.7514382845190001,"Mooresville, Alabama"
0.413046369359,0.5006871176519999,"Sheridan, Oregon"
0.13272374619000002,0.8467719589910001,"Phillips, Nebraska"
0.15059687787,0.8181818181820001,"Turkey, Texas"
0.707222967207,0.228093380471,"Sonoma, California"
0.37715947248000004,0.528870018006,"Kake, Alaska"
0.325131905789,0.6130582198610001,"Hopkins, Michigan"
0.327317409339,0.592845904794,"Cave Springs, Arkansas"
0.10285913528599999,0.8747094374709999,"Nocona, Texas"
0.638202377483,0.285095830781,"Hopkins, Minnesota"
0.19532444832899998,0.782171728206,"Leon, Iowa"
0.18501026694000003,0.761190965092,"Ligonier, Indiana"
0.22855648535599998,0.7514382845190001,"Groesbeck, Texas"
0.49548989113499997,0.47844479004699997,"Fairhope, Alabama"
0.262921653972,0.716811751904,"Morehouse, Missouri"
0.40005510400899996,0.554897368784,"South Sioux City, Nebraska"
0.364523818533,0.580612206289,"New Holstein, Wisconsin"
0.392200143039,0.562046866454,"Melissa, Texas"
0.249324810072,0.705520041969,"West Milton, Ohio"
0.225648414986,0.74409221902,"Henagar, Alabama"
0.33352430479,0.610991141862,"Lake Wales, Florida"
0.49008701398800003,0.429232294306,"Warrenton, Oregon"
0.275405482991,0.6705540404770001,"Elizabeth, Indiana"
0.398317974412,0.546926724524,"Elizabeth, Illinois"
0.616423746889,0.357625311056,"Shelton, Connecticut"
0.29620769717900003,0.676310420038,"Claremont, North Carolina"
0.531598269842,0.377911873165,"Olympia, Washington"
0.56220657277,0.418678739101,"Greensburg, Louisiana"
0.24679760888099997,0.660119555935,"Poplar, Montana"
0.35439312119000005,0.580248916495,"Sierra Vista, Arizona"
0.159362549801,0.7792828685259999,"Hector, Minnesota"
0.310410819087,0.6800204133709999,"Garfield, Georgia"
0.313281856613,0.62915192822,"Wooster, Arkansas"
0.275405482991,0.6705540404770001,"New Athens, Ohio"
0.713768627206,0.233879939225,"Waunakee, Wisconsin"
0.536121732426,0.40777341348800006,"Marcellus, New York"
0.5939255420740001,0.37411175710600003,"Colcord, Oklahoma"
0.37207769549900005,0.6064823789399999,"Hogansville, Georgia"
0.259109909024,0.692303909516,"Toms Brook, Virginia"
0.145445701082,0.7832907697920001,"White Bird, Idaho"
0.44620995050800005,0.5006512112529999,"Ricketts, Iowa"
0.380829770696,0.551787796347,"Youngsville, North Carolina"
0.187478849408,0.772927241963,"Cotton Valley, Louisiana"
0.210105263158,0.763368421053,"Trenton, Missouri"
0.509562221584,0.45214258592100004,"Buford, Georgia"
0.21114932126699998,0.72342081448,"Yukon, Oklahoma"
0.102118003026,0.876701966717,"Follett, Texas"
0.359186315031,0.613529057026,"West Monroe, Louisiana"
0.43251775848499996,0.523151802157,"Napoleon, Missouri"
0.417945940132,0.548447200197,"Daytona Beach, Florida"
0.603847835592,0.312286838653,"Fort Bragg, California"
0.393968425876,0.547506977132,"Adamsville, Alabama"
0.21954714818000004,0.743192891946,"Haswell, Colorado"
0.29097484793699996,0.654693407858,"Caseville, Michigan"
0.19386524211599998,0.791142512494,"Belton, Missouri"
0.43476339857699997,0.511774842045,"Rockwell, Iowa"
0.496107441063,0.452762678244,"Indio, California"
0.07212925562610001,0.794143104443,"Alton, Utah"
0.45281556135,0.503418140813,"Ridgely, Maryland"
0.555011266237,0.365699832111,"Florence, Oregon"
0.46879025647,0.45567396650700004,"Nelliston, New York"
0.43384450281000003,0.513005168178,"Snowflake, Arizona"
0.244270380041,0.701624601102,"Sebeka, Minnesota"
0.307587077765,0.625381458487,"Scranton, Iowa"
0.216103304216,0.75370300038,"Center, Missouri"
0.405067596293,0.5772468327520001,"Fordoche, Louisiana"
0.161187214612,0.812785388128,"Stacyville, Iowa"
0.303479886617,0.6732404559440001,"Bunkie, Louisiana"
0.54223505185,0.41827111637500003,"Deer Park, Texas"
0.496107441063,0.452762678244,"Corona, California"
0.559550661183,0.36057671045100004,"Eagle, Colorado"
0.413046369359,0.5006871176519999,"Dayton, Oregon"
0.311257775755,0.62107419208,"Hubbardston, Michigan"
0.161187214612,0.812785388128,"Baconton, Georgia"
0.206290322581,0.711129032258,"Sinclair, Wyoming"
0.558674985146,0.371137849079,"La Palma, California"
0.32541763428000003,0.625065547981,"Whittemore, Michigan"
0.203405430281,0.7633456051540001,"Riceville, Iowa"
0.43251775848499996,0.523151802157,"South Wayne, Wisconsin"
0.205370006549,0.748919449902,"Fort Morgan, Colorado"
0.538831130776,0.39802242031900004,"Bensenville, Illinois"
0.292893401015,0.68883248731,"Deerfield, Illinois"
0.43394854077600004,0.480316392399,"Poncha Springs, Colorado"
0.298554033486,0.65296803653,"Iron Mountain, Michigan"
0.442614907626,0.524840184108,"Patchogue, New York"
0.302070341731,0.636318283861,"White Earth, North Dakota"
0.708235294118,0.229176470588,"Grey Eagle, Minnesota"
0.32685516243,0.6472833358919999,"Sebring, Florida"
0.284619917501,0.642899233942,"Newport, Washington"
0.549048316252,0.424597364568,"Jena, Louisiana"
0.161225006328,0.8058719311570001,"Key Biscayne, Florida"
0.33352430479,0.610991141862,"Dresser, Wisconsin"
0.37473865453199995,0.57274627967,"Murray, Iowa"
0.751690767184,0.187854888911,"Denver, Colorado"
0.152874132805,0.8151635282459999,"Edmondson, Arkansas"
0.416820512821,0.5524102564100001,"Linden, North Carolina"
0.204728789986,0.75173852573,"Williford, Arkansas"
0.25684227179200003,0.701629489005,"Arlington, Ohio"
0.275939650609,0.6825039703550001,"Maumelle, Arkansas"
0.13843236409600002,0.823008849558,"Cumberland, Kentucky"
0.308863280694,0.649310001423,"Sheldon, Wisconsin"
0.380829770696,0.551787796347,"Christopher, Illinois"
0.23585912486699998,0.674493062967,"Arlington, Oregon"
0.46879025647,0.45567396650700004,"Palatine Bridge, New York"
0.206268097428,0.726963038665,"Thompson Falls, Montana"
0.176404912542,0.7409750651279999,"Wonder Lake, Illinois"
0.191345503719,0.7738336714,"Wakonda, South Dakota"
0.6088344146600001,0.33229446051,"Williamston, Michigan"
0.180163494699,0.7931408864480001,"Spearfish, South Dakota"
0.538831130776,0.39802242031900004,"Lisle, Illinois"
0.136258660508,0.8314087759819999,"Viola, Delaware"
0.175551470588,0.7899398395720001,"Heber Springs, Arkansas"
0.376570583888,0.556541019956,"Lynn, Massachusetts"
0.29526977088000006,0.663023967902,"Wynona, Oklahoma"
0.187478849408,0.772927241963,"Sibley, Louisiana"
0.31756561869100003,0.637150274012,"Huntsville, Arkansas"
0.131578947368,0.80721600381,"Prague, Oklahoma"
0.568483816014,0.41942078364600005,"Webb, Mississippi"
0.130246531766,0.8464257312010001,"Waco, Georgia"
0.22300372362399998,0.752999586264,"Gobles, Michigan"
0.146700390894,0.799494136583,"Paintsville, Kentucky"
0.19386524211599998,0.791142512494,"Hackensack, Minnesota"
0.131578947368,0.80721600381,"Hendricks, Minnesota"
0.10313447927200001,0.8772497472190001,"Prattsville, Arkansas"
0.31756561869100003,0.637150274012,"Huntsville, Alabama"
0.149261144915,0.764187259406,"Evanston, Wyoming"
0.28237467866300003,0.674244858612,"New Harmony, Indiana"
0.282310409991,0.658614739956,"Winfield, Kansas"
0.171025593125,0.8022604147210001,"New Tazewell, Tennessee"
0.157036300348,0.8196916956739999,"Stamping Ground, Kentucky"
0.292893401015,0.68883248731,"Nunda, South Dakota"
0.299014394101,0.651847124725,"Rising Sun, Maryland"
0.54223505185,0.41827111637500003,"Tomball, Texas"
0.221203087977,0.731101429336,"Argyle, Minnesota"
0.549048316252,0.424597364568,"Olla, Louisiana"
0.208679245283,0.758037735849,"Wytheville, Virginia"
0.164483399228,0.8048873434,"Ardmore, Oklahoma"
0.23156626505999997,0.707710843373,"Monroe, South Dakota"
0.302313400262,0.636927106067,"Marion, Iowa"
0.31756561869100003,0.637150274012,"Patterson, Iowa"
0.510524762908,0.394200210748,"Bainbridge Island, Washington"
0.255388294879,0.704909960608,"Wellington, Kansas"
0.550111358575,0.39668398911200003,"Cobb, Wisconsin"
