city,stateAbbr,per_dem,per_gop
Sleepy Eye,MN,0.418503964799,0.527008478631
Cecil,GA,0.569047619048,0.344047619048
Rosholt,SD,0.0363636363636,0.952727272727
Wilkinson,IN,0.256842271792,0.701629489005
Maynard,MN,0.37733151155,0.569158908201
Hartman,AR,0.146700390894,0.799494136583
Moundridge,KS,0.168865435356,0.784520668426
Scottsbluff,NE,0.226772220223,0.716228859302
Dawson,IL,0.42220540675,0.516450369019
Dawson,IA,0.611264385885,0.348851460536
Neosho,WI,0.326217945724,0.622238310991
Locust,NC,0.237954568605,0.739805099997
Altamont,MO,0.197885605855,0.748983464353
Penney Farms,FL,0.191345503719,0.7738336714
Larrabee,IA,0.207532483085,0.772169331178
Colorado City,AZ,0.22220275243,0.736712989796
Donahue,IA,0.157036300348,0.819691695674
Antigo,WI,0.322996135936,0.63766967205
Robins,IA,0.318982530517,0.597233389372
Slaughter,LA,0.421728739295,0.554570802629
Loxley,AL,0.495489891135,0.478444790047
New Brunswick,NJ,0.351518184852,0.611945278612
Raymondville,TX,0.67217630854,0.303227075954
Ossian,IN,0.178146258503,0.762329931973
Clark's Point,AK,0.37715947248,0.528870018006
Anniston,AL,0.175115207373,0.77688172043
Loa,UT,0.221087533156,0.734549071618
Agra,OK,0.131578947368,0.80721600381
Isleton,CA,0.585567433683,0.348695045837
Sullivan,MO,0.380829770696,0.551787796347
Takoma Park,MD,0.46879025647,0.455673966507
Buffalo,MO,0.611264385885,0.348851460536
Lake Worth,FL,0.565111413726,0.411971364885
Rancho Cucamonga,CA,0.521920294998,0.42413027758
Portal,GA,0.364871019834,0.599395470167
Corwith,IA,0.256842271792,0.701629489005
Lexington,VA,0.618464052288,0.312908496732
Fordland,MO,0.187478849408,0.772927241963
Loyal,WI,0.311854148214,0.638101564807
Claremont,SD,0.418503964799,0.527008478631
Chatsworth,IL,0.334087938016,0.612537065969
Chatsworth,IA,0.108603667137,0.849083215797
Libby,MT,0.131578947368,0.80721600381
Shageluk,AK,0.37715947248,0.528870018006
Hardeeville,SC,0.193393753277,0.792300202232
Ellis Grove,IL,0.251849112426,0.701090976331
Hillsboro,IA,0.341212701319,0.632860293812
Abbeville,AL,0.341212701319,0.632860293812
Hillsboro,IL,0.46879025647,0.455673966507
Mallard,IA,0.298459563543,0.658750534874
Strafford,MO,0.307587077765,0.625381458487
Cramerton,NC,0.326566320938,0.647894004554
Crowder,OK,0.214724637681,0.738550724638
Van Horn,TX,0.595800524934,0.367454068241
Hollister,OK,0.242793791574,0.718403547672
Stark,KS,0.238010079662,0.705576329052
Davisboro,GA,0.273509430003,0.678448705506
Forkland,AL,0.307587077765,0.625381458487
Capon Bridge,WV,0.184176697441,0.776674068014
Barker,NY,0.382418604651,0.572360465116
Milo,IA,0.290315327975,0.661120791411
Madison,KS,0.371783216783,0.590244755245
Bon Air,AL,0.364501174062,0.620025287495
Gardendale,AL,0.393968425876,0.547506977132
McDonough,GA,0.341212701319,0.632860293812
Sanford,FL,0.25734561753,0.698705179283
Tallulah,LA,0.317565618691,0.637150274012
Wagram,NC,0.529651458925,0.452011933348
Hagerman,ID,0.17915623194,0.721055673281
Orange,OH,0.447843695853,0.51185781255
Cumming,IA,0.290315327975,0.661120791411
Marshall,TX,0.275405482991,0.670554040477
Monrovia,IN,0.205370006549,0.748919449902
Geneva,AL,0.13054292821,0.854876061412
Keokuk,IA,0.260395224372,0.696788801976
Aurora,NC,0.406444963584,0.549484677752
Wayne,WV,0.221087533156,0.734549071618
Bennett,CO,0.373998219056,0.591965964183
Shamrock,OK,0.202667963593,0.748245674981
Waukon,IA,0.352347520842,0.595582857979
Spearville,KS,0.27367003367,0.672592592593
Nerstrand,MN,0.448117453518,0.478908650712
Garrett Park,MD,0.46879025647,0.455673966507
Teague,TX,0.192034700315,0.787986330179
Angelica,NY,0.261410788382,0.684471977091
Blue Rapids,KS,0.221203087977,0.731101429336
Buckman,MN,0.207425573172,0.737139272271
Claire City,SD,0.0363636363636,0.952727272727
Dyersville,IA,0.464424822073,0.476864408508
Albert,KS,0.134018880647,0.835805799056
Tilton,IL,0.187898467509,0.784342454362
Lake Wilson,MN,0.196561085973,0.755294117647
Hope,KS,0.369106500692,0.560547717842
Bruceton Mills,WV,0.19522638966,0.753389897708
Greenville,OH,0.1758,0.78792
Burkburnett,TX,0.230844301427,0.728219871812
Wallingford,IA,0.371364653244,0.565462874188
Tehuacana,TX,0.228556485356,0.751438284519
Bellbrook,OH,0.307587077765,0.625381458487
McBride,MI,0.296505497816,0.636654616659
Garner,AR,0.188420621931,0.783244680851
Schuyler,NE,0.401821286283,0.487383798141
Hart,TX,0.0884318766067,0.887917737789
Billings,MO,0.205464560081,0.747475479538
Nunez,GA,0.310410819087,0.680020413371
Victoria,MN,0.390330659504,0.527331131356
Enterprise,OR,0.262628680871,0.676322719655
Lena,WI,0.295422605902,0.665278056615
Olsburg,KS,0.236259196601,0.701341621749
Rebecca,GA,0.23156626506,0.707710843373
Mountain View,WY,0.149261144915,0.764187259406
Wayland,IA,0.341212701319,0.632860293812
London,KY,0.138648180243,0.829954455685
Chase,KS,0.0923824959481,0.875742841707
Hartford,IL,0.317565618691,0.637150274012
Howe,OK,0.188673760102,0.775975347404
Shelbyville,IN,0.193672839506,0.790454144621
Conetoe,NC,0.655173812518,0.333387417353
Havana,AR,0.230395993113,0.719987478479
Estacada,OR,0.495162955154,0.434082224272
Kuna,ID,0.386917330906,0.479316109966
Littleton,IL,0.327792947881,0.614864062686
Cactus,TX,0.208285822881,0.755226149753
Spring Valley,MN,0.211879124696,0.729419937478
Everly,IA,0.191345503719,0.7738336714
Bondurant,IA,0.33352430479,0.610991141862
Vaughn,NM,0.319958056624,0.637801468018
Clutier,IA,0.369847151459,0.575266327003
West Salem,IL,0.283568075117,0.695774647887
Horatio,AR,0.0810062590274,0.776961964372
Chouteau,OK,0.217858961303,0.735106924644
Colp,IL,0.420159182941,0.518785781253
Hunter,ND,0.193865242116,0.791142512494
Hartwell,GA,0.238259192949,0.732681448836
Ocilla,GA,0.243235856791,0.74091281771
Beaver,AR,0.188194597777,0.784058291013
Centreville,AL,0.589486858573,0.387282047765
Hartford,IA,0.290315327975,0.661120791411
Hunter,NY,0.46879025647,0.455673966507
Brushton,NY,0.380829770696,0.551787796347
La Porte City,IA,0.506255832714,0.433115578684
Okay,OK,0.214779491775,0.735038084875
Hermitage,PA,0.204590078101,0.757537414372
Heidelberg,MS,0.193393753277,0.792300202232
Ventura,IA,0.434763398577,0.511774842045
Arlington,GA,0.175115207373,0.77688172043
North Salem,IN,0.300233862181,0.642137712934
Dahlonega,GA,0.179811749432,0.780022719896
Princess Anne,MD,0.206185278477,0.765379233137
Inman,SC,0.330217810635,0.630011672862
Seneca,MO,0.243890274314,0.738403990025
Grover,CO,0.342843261828,0.567172434412
Superior,MT,0.176950043821,0.785013146363
Ridge Farm,IL,0.187898467509,0.784342454362
Shaniko,OR,0.411874500044,0.508488134388
Branchville,SC,0.676334226252,0.306743251597
Windsor,VA,0.374639910161,0.58449294468
Hartford,CT,0.585615915074,0.370503407904
Almena,KS,0.126484018265,0.825570776256
Ralston,OK,0.211314213678,0.743145288371
Sunburst,MT,0.197720515362,0.740832507433
Cusick,WA,0.284619917501,0.642899233942
Washington,KS,0.273509430003,0.678448705506
Bayard,NE,0.130193905817,0.825484764543
Hay Springs,NE,0.206245154014,0.72362021569
Nicholls,GA,0.238301080674,0.724252324705
Columbus,WI,0.461808993751,0.483490968689
Ossian,IA,0.466969778016,0.475349915307
De Witt,MO,0.188194597777,0.784058291013
Cottleville,MO,0.341957666919,0.605970538261
Bayard,NM,0.103134479272,0.877249747219
Eddyville,KY,0.258648261931,0.673554414612
Cochran,GA,0.221726793677,0.753344142683
Kennewick,WA,0.327317409339,0.592845904794
Clarkedale,AR,0.152874132805,0.815163528246
Swepsonville,NC,0.422557172557,0.552018364518
Wellington,UT,0.206290322581,0.711129032258
Athens,TN,0.187600299561,0.784904247352
Jewett,OH,0.275405482991,0.670554040477
Athens,TX,0.189214536928,0.789616479652
Kit Carson,CO,0.145585386106,0.800996401882
White,SD,0.384779179811,0.532176656151
Wimbledon,ND,0.304016752332,0.600799543118
North Newton,KS,0.344291609354,0.584800550206
Laconia,IN,0.275405482991,0.670554040477
Turin,GA,0.270276441328,0.693353991682
Salt Lick,KY,0.268836379848,0.690147124387
Moody,TX,0.345613698805,0.616510127148
Burlingame,CA,0.763759178293,0.186891084839
Lincoln,IL,0.292893401015,0.68883248731
Rockville,IN,0.219130170316,0.73950729927
Lockhart,TX,0.39824066957,0.556495003843
Freeport,KS,0.0882154882155,0.880134680135
Reeves,LA,0.287100098575,0.668921946411
Elyria,NE,0.155156537753,0.814917127072
Stanley,NC,0.326566320938,0.647894004554
Warsaw,OH,0.261212485796,0.693870730566
Battle Creek,MI,0.175115207373,0.77688172043
Mountain Iron,MN,0.557834964935,0.395399737434
Westcliffe,CO,0.237489397795,0.697625106022
Monterey,CA,0.714071865319,0.233886938213
Cabery,IL,0.27367003367,0.672592592593
Pilot Station,AK,0.37715947248,0.528870018006
Pevely,MO,0.393968425876,0.547506977132
Valley Falls,NY,0.45519843615,0.483899319604
Le Sueur,MN,0.310957153427,0.61760947064
Marietta,TX,0.193865242116,0.791142512494
Red Bay,AL,0.380829770696,0.551787796347
Jacksonville,OR,0.218698381236,0.739924017179
Milner,GA,0.193073312834,0.784700868533
Star,NC,0.46879025647,0.455673966507
Sandy,UT,0.428482871035,0.326281939521
Jacksonville,OH,0.556601410114,0.387101392219
Ramona,SD,0.292893401015,0.68883248731
Twin Falls,ID,0.214592543818,0.660427052958
Wilmer,TX,0.611264385885,0.348851460536
Nettleton,MS,0.114178949554,0.870354992734
Meadow,TX,0.240499149178,0.734543391946
Sumter,SC,0.545405012713,0.42528605158
Gower,MO,0.305478805849,0.653750252712
Pulaski,VA,0.275939650609,0.682503970355
Pomeroy,IA,0.175115207373,0.77688172043
Britton,SD,0.221203087977,0.731101429336
Clinton,NJ,0.407993539429,0.546385764076
South Rockwood,MI,0.192063492063,0.764902998236
Plymouth,NC,0.273509430003,0.678448705506
Bowler,WI,0.307457988526,0.64690054323
Lincoln,IA,0.369847151459,0.575266327003
Richfield Springs,NY,0.403274843641,0.533530229326
Sauk Rapids,MN,0.327317409339,0.592845904794
Castalia,OH,0.467587853975,0.487615148414
Wilson,LA,0.421728739295,0.554570802629
Goshen,IN,0.317041741452,0.641385552334
Upton,WY,0.0881823635273,0.869226154769
Coosada,AL,0.212935790586,0.682709238173
Lincoln,AR,0.131578947368,0.80721600381
Cheraw,SC,0.462056729497,0.484562548492
Langston,AL,0.218698381236,0.739924017179
Chadwick,IL,0.188194597777,0.784058291013
Childress,TX,0.121401151631,0.864683301344
Slayton,MN,0.196561085973,0.755294117647
Burke,SD,0.186991869919,0.765184122429
Olean,MO,0.153320483617,0.813474680217
Okeene,OK,0.187450566834,0.760348009491
Trion,GA,0.195488721805,0.783046325491
Cameron,MO,0.305478805849,0.653750252712
Hondo,TX,0.646148315978,0.32059605246
Loves Park,IL,0.431402226051,0.505832906441
East Dubuque,IL,0.398317974412,0.546926724524
Prestonsburg,KY,0.288509784245,0.663447064727
Cassville,MO,0.185565598466,0.782456861134
Westport,SD,0.418503964799,0.527008478631
River Grove,IL,0.176404912542,0.740975065128
Huachuca City,AZ,0.35439312119,0.580248916495
Staunton,VA,0.478194544149,0.460247666906
Colby,KS,0.077519379845,0.888888888889
Cleghorn,IA,0.207532483085,0.772169331178
Irving,TX,0.611264385885,0.348851460536
Garvin,MN,0.258648261931,0.673554414612
Sodus Point,NY,0.221087533156,0.734549071618
Easton,MN,0.29272603671,0.633446634942
Young Harris,GA,0.179304192685,0.799435028249
Roseville,CA,0.411666622379,0.524652565567
Rush Center,KS,0.154002713704,0.798507462687
Medina,WA,0.721489246539,0.217145372921
Pelion,SC,0.288461696312,0.655558200428
Douglas,MI,0.325131905789,0.613058219861
Ravenden,AR,0.180163494699,0.793140886448
Malad City,ID,0.388875557902,0.560397370063
Idaho Springs,CO,0.467281272596,0.438539407086
Zwingle,IA,0.464424822073,0.476864408508
Southgate,MI,0.221087533156,0.734549071618
Seville,OH,0.269040553907,0.701344039099
Brooksville,MS,0.781870711448,0.213253882268
Maywood,IL,0.569047619048,0.344047619048
Sherman,MS,0.245240988254,0.703388686378
Vienna,MD,0.384387557434,0.559243071899
Fruitland,ID,0.156408907592,0.755041206383
Fruitland,IA,0.434035418631,0.500314366551
Panama,NY,0.349952410846,0.595735201798
Mackey,IN,0.269708478752,0.707195647711
Glen Ullin,ND,0.197915996655,0.728050427735
Pottsville,AR,0.334604385129,0.602637432475
Avoca,IA,0.363306967271,0.578814000853
Hillsboro,IN,0.197484613326,0.757425742574
Sparta,WI,0.192063492063,0.764902998236
La Grange Park,IL,0.569047619048,0.344047619048
East Grand Forks,MN,0.33352430479,0.610991141862
Double Springs,AL,0.430737658192,0.55569490366
Panama,NE,0.433702076072,0.53341415366
Delaware City,DE,0.623039913106,0.327026634234
Crothersville,IN,0.218698381236,0.739924017179
Massena,IA,0.193865242116,0.791142512494
North Star,OH,0.389663365873,0.563856310134
Summit,SD,0.0363636363636,0.952727272727
West Bend,WI,0.273509430003,0.678448705506
Kingston,WI,0.289855072464,0.666666666667
Hinckley,MN,0.333600407896,0.596620292811
Cove,AR,0.33352430479,0.610991141862
Gas City,IN,0.103134479272,0.877249747219
Long Beach,NY,0.512509818244,0.45940041591
Tallula,IL,0.177906976744,0.791860465116
Kobuk,AK,0.37715947248,0.528870018006
Chester,NY,0.649051798386,0.321376675667
Haughton,LA,0.253683407604,0.711610261351
Rushville,IL,0.327792947881,0.614864062686
Rushville,IN,0.154002713704,0.798507462687
Ambler,AK,0.37715947248,0.528870018006
Luna Pier,MI,0.192063492063,0.764902998236
Winslow,IL,0.385710627401,0.555441741357
Winslow,IN,0.354753318499,0.615169185913
Shirley,AR,0.223003723624,0.752999586264
Claxton,GA,0.313714602998,0.667406996113
Bolton,NC,0.383052147239,0.603996250852
Steward,IL,0.173954880787,0.806372286967
Corning,CA,0.287256830601,0.654907103825
Hoyt,KS,0.218698381236,0.739924017179
Jane Lew,WV,0.194045025418,0.761801016703
Gully,MN,0.33352430479,0.610991141862
Hazen,ND,0.204590078101,0.757537414372
San Ramon,CA,0.560710165858,0.382352214351
Grundy,VA,0.186659436009,0.790889370933
Magnolia,TX,0.46879025647,0.455673966507
Stapleton,GA,0.393968425876,0.547506977132
Troy,IL,0.549048316252,0.424597364568
Troy,IN,0.202019139762,0.756756756757
Goose Lake,IA,0.305478805849,0.653750252712
Sierra Madre,CA,0.714071865319,0.233886938213
Fort Recovery,OH,0.204590078101,0.757537414372
Troy,ID,0.445993607407,0.399812630883
Aurora,OR,0.302313400262,0.636927106067
Greenfield,CA,0.669587074351,0.272849517978
Lancaster,KS,0.198677928755,0.756151303709
Benton City,WA,0.327317409339,0.592845904794
Wilber,NE,0.339937434828,0.594160583942
Giltner,NE,0.13272374619,0.846771958991
Lancaster,KY,0.190857743334,0.77551556548
Carlsbad,CA,0.560710165858,0.382352214351
Madison Heights,MI,0.517110312022,0.435921327393
Onsted,MI,0.36496350365,0.575836147729
Muddy,IL,0.339937434828,0.594160583942
Gaithersburg,MD,0.46879025647,0.455673966507
Scarsdale,NY,0.649051798386,0.321376675667
Newark,CA,0.793142475069,0.148711258246
Brewster,KS,0.077519379845,0.888888888889
Finlayson,MN,0.333600407896,0.596620292811
Camarillo,CA,0.553749663019,0.385746440995
Paradise,TX,0.17924087786,0.799346274431
Carefree,AZ,0.456797128628,0.491262415407
Mineola,NY,0.512509818244,0.45940041591
Afton,OK,0.241811716264,0.713737600599
Gosport,IN,0.21252751651,0.749449669802
Forest City,NC,0.343857376218,0.604855517377
Yoncalla,OR,0.511246337616,0.435294117647
Hazelton,KS,0.127206880942,0.824807605251
Stonington,IL,0.205464560081,0.747475479538
Weippe,ID,0.260355029586,0.692307692308
Rensselaer,NY,0.45519843615,0.483899319604
Bethany,MO,0.275405482991,0.670554040477
Mooresville,AL,0.228556485356,0.751438284519
Sheridan,OR,0.413046369359,0.500687117652
Phillips,NE,0.13272374619,0.846771958991
Turkey,TX,0.15059687787,0.818181818182
Sonoma,CA,0.707222967207,0.228093380471
Kake,AK,0.37715947248,0.528870018006
Hopkins,MI,0.325131905789,0.613058219861
Cave Springs,AR,0.327317409339,0.592845904794
Nocona,TX,0.102859135286,0.874709437471
Hopkins,MN,0.638202377483,0.285095830781
Leon,IA,0.195324448329,0.782171728206
Ligonier,IN,0.18501026694,0.761190965092
Groesbeck,TX,0.228556485356,0.751438284519
Fairhope,AL,0.495489891135,0.478444790047
Morehouse,MO,0.262921653972,0.716811751904
South Sioux City,NE,0.400055104009,0.554897368784
New Holstein,WI,0.364523818533,0.580612206289
Melissa,TX,0.392200143039,0.562046866454
West Milton,OH,0.249324810072,0.705520041969
Henagar,AL,0.225648414986,0.74409221902
Lake Wales,FL,0.33352430479,0.610991141862
Warrenton,OR,0.490087013988,0.429232294306
Elizabeth,IN,0.275405482991,0.670554040477
Elizabeth,IL,0.398317974412,0.546926724524
Shelton,CT,0.616423746889,0.357625311056
Claremont,NC,0.296207697179,0.676310420038
Olympia,WA,0.531598269842,0.377911873165
Greensburg,LA,0.56220657277,0.418678739101
Poplar,MT,0.246797608881,0.660119555935
Sierra Vista,AZ,0.35439312119,0.580248916495
Hector,MN,0.159362549801,0.779282868526
Garfield,GA,0.310410819087,0.680020413371
Wooster,AR,0.313281856613,0.62915192822
New Athens,OH,0.275405482991,0.670554040477
Waunakee,WI,0.713768627206,0.233879939225
Marcellus,NY,0.536121732426,0.407773413488
Colcord,OK,0.593925542074,0.374111757106
Hogansville,GA,0.372077695499,0.60648237894
Toms Brook,VA,0.259109909024,0.692303909516
White Bird,ID,0.145445701082,0.783290769792
Ricketts,IA,0.446209950508,0.500651211253
Youngsville,NC,0.380829770696,0.551787796347
Cotton Valley,LA,0.187478849408,0.772927241963
Trenton,MO,0.210105263158,0.763368421053
Buford,GA,0.509562221584,0.452142585921
Yukon,OK,0.211149321267,0.72342081448
Follett,TX,0.102118003026,0.876701966717
West Monroe,LA,0.359186315031,0.613529057026
Napoleon,MO,0.432517758485,0.523151802157
Daytona Beach,FL,0.417945940132,0.548447200197
Fort Bragg,CA,0.603847835592,0.312286838653
Adamsville,AL,0.393968425876,0.547506977132
Haswell,CO,0.21954714818,0.743192891946
Caseville,MI,0.290974847937,0.654693407858
Belton,MO,0.193865242116,0.791142512494
Rockwell,IA,0.434763398577,0.511774842045
Indio,CA,0.496107441063,0.452762678244
Alton,UT,0.0721292556261,0.794143104443
Ridgely,MD,0.45281556135,0.503418140813
Florence,OR,0.555011266237,0.365699832111
Nelliston,NY,0.46879025647,0.455673966507
Snowflake,AZ,0.43384450281,0.513005168178
Sebeka,MN,0.244270380041,0.701624601102
Scranton,IA,0.307587077765,0.625381458487
Center,MO,0.216103304216,0.75370300038
Fordoche,LA,0.405067596293,0.577246832752
Stacyville,IA,0.161187214612,0.812785388128
Bunkie,LA,0.303479886617,0.673240455944
Deer Park,TX,0.54223505185,0.418271116375
Corona,CA,0.496107441063,0.452762678244
Eagle,CO,0.559550661183,0.360576710451
Dayton,OR,0.413046369359,0.500687117652
Hubbardston,MI,0.311257775755,0.62107419208
Baconton,GA,0.161187214612,0.812785388128
Sinclair,WY,0.206290322581,0.711129032258
La Palma,CA,0.558674985146,0.371137849079
Whittemore,MI,0.32541763428,0.625065547981
Riceville,IA,0.203405430281,0.763345605154
South Wayne,WI,0.432517758485,0.523151802157
Fort Morgan,CO,0.205370006549,0.748919449902
Bensenville,IL,0.538831130776,0.398022420319
Deerfield,IL,0.292893401015,0.68883248731
Poncha Springs,CO,0.433948540776,0.480316392399
Iron Mountain,MI,0.298554033486,0.65296803653
Patchogue,NY,0.442614907626,0.524840184108
White Earth,ND,0.302070341731,0.636318283861
Grey Eagle,MN,0.708235294118,0.229176470588
Sebring,FL,0.32685516243,0.647283335892
Newport,WA,0.284619917501,0.642899233942
Jena,LA,0.549048316252,0.424597364568
Key Biscayne,FL,0.161225006328,0.805871931157
Dresser,WI,0.33352430479,0.610991141862
Murray,IA,0.374738654532,0.57274627967
Denver,CO,0.751690767184,0.187854888911
Edmondson,AR,0.152874132805,0.815163528246
Linden,NC,0.416820512821,0.55241025641
Williford,AR,0.204728789986,0.75173852573
Arlington,OH,0.256842271792,0.701629489005
Maumelle,AR,0.275939650609,0.682503970355
Cumberland,KY,0.138432364096,0.823008849558
Sheldon,WI,0.308863280694,0.649310001423
Christopher,IL,0.380829770696,0.551787796347
Arlington,OR,0.235859124867,0.674493062967
Palatine Bridge,NY,0.46879025647,0.455673966507
Thompson Falls,MT,0.206268097428,0.726963038665
Wonder Lake,IL,0.176404912542,0.740975065128
Wakonda,SD,0.191345503719,0.7738336714
Williamston,MI,0.60883441466,0.33229446051
Spearfish,SD,0.180163494699,0.793140886448
Lisle,IL,0.538831130776,0.398022420319
Viola,DE,0.136258660508,0.831408775982
Heber Springs,AR,0.175551470588,0.789939839572
Lynn,MA,0.376570583888,0.556541019956
Wynona,OK,0.29526977088,0.663023967902
Sibley,LA,0.187478849408,0.772927241963
Huntsville,AR,0.317565618691,0.637150274012
Prague,OK,0.131578947368,0.80721600381
Webb,MS,0.568483816014,0.419420783646
Waco,GA,0.130246531766,0.846425731201
Gobles,MI,0.223003723624,0.752999586264
Paintsville,KY,0.146700390894,0.799494136583
Hackensack,MN,0.193865242116,0.791142512494
Hendricks,MN,0.131578947368,0.80721600381
Prattsville,AR,0.103134479272,0.877249747219
Huntsville,AL,0.317565618691,0.637150274012
Evanston,WY,0.149261144915,0.764187259406
New Harmony,IN,0.282374678663,0.674244858612
Winfield,KS,0.282310409991,0.658614739956
New Tazewell,TN,0.171025593125,0.802260414721
Stamping Ground,KY,0.157036300348,0.819691695674
Nunda,SD,0.292893401015,0.68883248731
Rising Sun,MD,0.299014394101,0.651847124725
Tomball,TX,0.54223505185,0.418271116375
Argyle,MN,0.221203087977,0.731101429336
Olla,LA,0.549048316252,0.424597364568
Wytheville,VA,0.208679245283,0.758037735849
Ardmore,OK,0.164483399228,0.8048873434
Monroe,SD,0.23156626506,0.707710843373
Marion,IA,0.302313400262,0.636927106067
Patterson,IA,0.317565618691,0.637150274012
Bainbridge Island,WA,0.510524762908,0.394200210748
Wellington,KS,0.255388294879,0.704909960608
Cobb,WI,0.550111358575,0.396683989112
Portola Valley,CA,0.763759178293,0.186891084839
Oakland,FL,0.558674985146,0.371137849079
Chrisney,IN,0.202019139762,0.756756756757
Elkhart,KS,0.197915996655,0.728050427735
Hull,GA,0.317565618691,0.637150274012
Stephens City,VA,0.297012433658,0.649565195724
Stockbridge,WI,0.364523818533,0.580612206289
Capitola,CA,0.750469125796,0.177589442247
Palmdale,CA,0.714071865319,0.233886938213
Davis,OK,0.196561085973,0.755294117647
Sidney,IL,0.255043473319,0.699778371313
Lambert,MS,0.686847599165,0.297643900984
Pritchett,CO,0.131941148552,0.81442809682
Ithaca,MI,0.344544459312,0.6007784941
Crowder,MS,0.686847599165,0.297643900984
Homer,MI,0.175115207373,0.77688172043
Canalou,MO,0.262921653972,0.716811751904
Waterloo,AL,0.421295229316,0.562802489053
Siloam Springs,AR,0.327317409339,0.592845904794
Alma,GA,0.151371571072,0.836907730673
La Puente,CA,0.714071865319,0.233886938213
Pittsboro,NC,0.536156601842,0.435312180143
Terral,OK,0.393968425876,0.547506977132
Phillipsburg,NJ,0.290315327975,0.661120791411
Sebastopol,CA,0.707222967207,0.228093380471
Weiser,ID,0.273509430003,0.678448705506
Malta Bend,MO,0.339937434828,0.594160583942
Wynne,AR,0.292050944225,0.670033670034
Nicholson,GA,0.218698381236,0.739924017179
Laramie,WY,0.289698335211,0.621955188384
Seminole,OK,0.25734561753,0.698705179283
Sturgeon Lake,MN,0.333600407896,0.596620292811
Fossil,OR,0.0841283607979,0.905030355594
Dwight,IL,0.334087938016,0.612537065969
Hawthorne,CA,0.714071865319,0.233886938213
Sloan,IA,0.375049495726,0.573614701977
Westphalia,IA,0.193672839506,0.790454144621
Florien,LA,0.132270573029,0.859974149074
Hamilton,ND,0.220174587779,0.712576786292
Hamilton,NC,0.151566951567,0.82792022792
Surrey,ND,0.228537943159,0.744506299443
Mount Clemens,MI,0.420843750672,0.536302483684
Chireno,TX,0.304146232724,0.657646009808
Tekoa,WA,0.455227572559,0.450362796834
Bay City,OR,0.429907246814,0.489103385868
Youngsville,LA,0.432517758485,0.523151802157
Rogersville,TN,0.169227795496,0.802696433749
Burchard,NE,0.211314213678,0.743145288371
Springfield,SD,0.236718224613,0.707800941493
Springfield,SC,0.676334226252,0.306743251597
Port Royal,VA,0.45281556135,0.503418140813
Lewiston,ME,0.415160823997,0.509378388146
Chester,IL,0.251849112426,0.701090976331
Knob Noster,MO,0.146700390894,0.799494136583
Universal,IN,0.301027050485,0.652538695212
Commerce,GA,0.218698381236,0.739924017179
Fountain Hill,AR,0.299987542046,0.665005606079
Belton,TX,0.400089362653,0.55085692401
Pitsburg,OH,0.1758,0.78792
Brownsburg,IN,0.300233862181,0.642137712934
Abbeville,GA,0.286579212916,0.70501177262
Hemingford,NE,0.200168031926,0.745641671918
Kirkland,IL,0.225648414986,0.74409221902
Pomona,NY,0.511961143429,0.461082917147
Hillsboro,KS,0.302313400262,0.636927106067
La Russell,MO,0.193393753277,0.792300202232
Willisville,AR,0.487070779963,0.441577966204
Fontana,CA,0.521920294998,0.42413027758
Holland,TX,0.400089362653,0.55085692401
Dudley,GA,0.334101382488,0.633451688449
Knowles,OK,0.106024096386,0.738152610442
Monmouth,IL,0.290315327975,0.661120791411
New Castle,CO,0.224025974026,0.68262987013
Wrenshall,MN,0.468464477546,0.45185226203
Camden,AL,0.286579212916,0.70501177262
North Prairie,WI,0.339516360659,0.610962263099
San Jose,IL,0.204547701434,0.751062778052
Augusta,WI,0.504271449704,0.430861686391
Oxford Junction,IA,0.157619689818,0.81169925826
Monmouth,IA,0.218698381236,0.739924017179
Frederica,DE,0.136258660508,0.831408775982
Madison,IL,0.317565618691,0.637150274012
Madison,IN,0.317565618691,0.637150274012
Spillville,IA,0.466969778016,0.475349915307
Mosheim,TN,0.307587077765,0.625381458487
Scottsville,KY,0.287100098575,0.668921946411
Camden,AR,0.359186315031,0.613529057026
Sterling City,TX,0.110584518167,0.867298578199
Union City,NJ,0.744594762318,0.226461462083
East Nassau,NY,0.512509818244,0.45940041591
Alto,TX,0.207532483085,0.772169331178
Meredosia,IL,0.205370006549,0.748919449902
Palmetto,FL,0.398082018362,0.569574447824
Mount Union,IA,0.341212701319,0.632860293812
Orange Cove,CA,0.494118211169,0.455315187162
Red Oak,OK,0.196790123457,0.763950617284
Mount Olive,NC,0.221087533156,0.734549071618
Bellows Falls,VT,0.677982128505,0.258238381164
Brady,TX,0.155541153597,0.825016202203
Williamsburg,NM,0.311951647495,0.584519399493
De Leon,TX,0.151305683564,0.825652841782
Newport Beach,CA,0.558674985146,0.371137849079
Mount Vernon,AR,0.313281856613,0.62915192822
Scandia,KS,0.148953301127,0.802334943639
Florala,AL,0.371672354949,0.616951080774
Hardesty,OK,0.148154565933,0.799688095651
Shannon,IL,0.188194597777,0.784058291013
Sac City,IA,0.246025591314,0.715781310585
Silver City,NM,0.103134479272,0.877249747219
Ravia,OK,0.195451137216,0.770057485629
Raymond,NE,0.433702076072,0.53341415366
Austin,IN,0.157036300348,0.819691695674
Mount Vernon,AL,0.418815450434,0.557492334151
Dermott,AR,0.56640154254,0.413593637021
Sharon,WI,0.369903104607,0.570456792565
Benicia,CA,0.622546726726,0.317780184152
Catron,MO,0.262921653972,0.716811751904
